Date,Assets,Short-term liabilities,Long-term liabilities,Liabilities,Equity,Name,Month,Default_Point,asset_vol
01/01/2009,17583.5,15699.84,1883.7,14468.66,1231.2,WBS,1,15084.25,0.411034292
01/01/2010,17739.2,15781.16,1958,14783.11,998.1,WBS,1,15282.14,0.416079158
01/01/2011,17981.7,16202.78,1778.9,14851.94,1350.8,WBS,1,15527.36,0.404724337
01/01/2012,18714.3,16868.57,1845.8,15063.37,1805.2,WBS,1,15965.97,0.399828319
01/01/2013,20146.8,18053.24,2093.5,15891.35,2161.9,WBS,1,16972.29,0.398365061
01/01/2014,20853,18643.81,2209.2,16363.03,2280.8,WBS,1,17503.42,0.397613749
01/01/2015,22533.2,20210.36,2322.8,17124.69,3085.7,WBS,1,18667.52,0.388523512
01/01/2016,24641.1,22227.16,2414,19337.76,2889.4,WBS,1,20782.46,0.392531795
01/01/2017,26072.5,23545.52,2527,20477.1,3068.4,WBS,1,22011.31,0.391161961
01/01/2018,26487.6,23785.69,2702,21882.82,1902.9,WBS,1,22834.25,0.408215832
01/01/2019,27610.3,24723.8,2886.5,22670.97,2052.8,WBS,1,23697.39,0.408702237
01/01/2020,30389.3,27181.57,3207.8,24546.84,2634.7,WBS,1,25864.21,0.406669599
01/01/2021,32590.7,29356.07,3234.6,28525.1,831,WBS,1,28940.58,0.424192613
03/31/2005,17412.8,15839.66,1573.2,14186.6,1653.1,WBS,3,15013.13,0.393040975
03/31/2006,17907.2,16256.85,1650.3,14659.26,1597.6,WBS,3,15458.06,0.394560376
03/31/2007,16879.2,14964.61,1914.6,13918.31,1046.3,WBS,3,14441.46,0.414032891
03/31/2008,17243.6,15517.27,1726.3,14212.51,1304.8,WBS,3,14864.89,0.40461353
03/31/2009,17256.7,15391.61,1865.1,14185.96,1205.6,WBS,3,14788.78,0.41113645
03/31/2010,18024.7,16169,1855.7,15121.08,1047.9,WBS,3,15645.04,0.411815467
03/31/2011,17964.9,16140.32,1824.6,15166.38,973.9,WBS,3,15653.35,0.412936444
03/31/2012,19134.1,17239.2,1894.9,15412.42,1826.8,WBS,3,16325.81,0.40016956
03/31/2013,20110.5,17982.41,2128.1,15849.14,2133.3,WBS,3,16915.77,0.400045206
03/31/2014,21175.7,18936.12,2239.6,16356.1,2580,WBS,3,17646.11,0.393313147
03/31/2015,23106.7,20751.11,2355.6,18940.49,1810.6,WBS,3,19845.8,0.406988219
03/31/2016,24935.5,22497.54,2438,19909.09,2588.5,WBS,3,21203.32,0.396984025
03/31/2017,26002.9,23442.56,2560.4,21294.15,2148.4,WBS,3,22368.35,0.403578462
03/31/2018,26752.1,24036.01,2716.1,22608.15,1427.9,WBS,3,23322.08,0.413659911
03/31/2019,28238.1,25271.87,2966.3,23795.84,1476,WBS,3,24533.86,0.416429371
03/31/2020,31654.9,28564.63,3090.2,26063.78,2500.9,WBS,3,27314.2,0.406632751
03/31/2021,33259,29986.11,3272.9,29144.49,841.6,WBS,3,29565.3,0.422988542
06/30/2005,17472.2,15851.71,1620.5,14004.02,1847.7,WBS,6,14927.87,0.390632992
06/30/2006,18022.1,16367.61,1654.5,14799.99,1567.6,WBS,6,15583.8,0.39519298
06/30/2007,16947.3,15100.03,1847.2,14014.46,1085.6,WBS,6,14557.24,0.411187143
06/30/2008,17478.6,15577.35,1901.3,14186.9,1390.5,WBS,6,14882.12,0.407003806
06/30/2009,17452.6,15601.43,1851.2,14938.3,663.1,WBS,6,15269.86,0.420237388
06/30/2010,17743.1,15859.41,1883.7,14813.96,1045.4,WBS,6,15336.69,0.414198432
06/30/2011,17806.8,15964.17,1842.7,14994.36,969.8,WBS,6,15479.27,0.414522791
06/30/2012,19429.7,17498.2,1931.5,15496.17,2002,WBS,6,16497.19,0.398488595
06/30/2013,20329.2,18201.76,2127.5,16344.32,1857.4,WBS,6,17273.04,0.403157165
06/30/2014,21524.3,19239.86,2284.5,16796.36,2443.5,WBS,6,18018.11,0.396410279
06/30/2015,23620.8,21241.09,2379.7,18505.51,2735.6,WBS,6,19873.3,0.393856228
06/30/2016,25120.5,22643.5,2477,19955.06,2688.4,WBS,6,21299.28,0.396839185
06/30/2017,26174.9,23569.8,2605.1,21576.41,1993.4,WBS,6,22573.11,0.406180908
06/30/2018,27036.7,24275.01,2761.7,22472.16,1802.9,WBS,6,23373.59,0.40961727
06/30/2019,28942,25876.83,3065.2,23911.79,1965,WBS,6,24894.31,0.412370611
06/30/2020,32708.6,29533.84,3174.8,28282.85,1251,WBS,6,28908.34,0.419658853
06/30/2021,33753.8,30424.05,3329.7,29578.46,845.6,WBS,6,30001.25,0.423773764
09/30/2005,17807.1,16161.6,1645.5,14118.14,2043.5,WBS,9,15139.87,0.38719582
09/30/2006,18138.8,16446.09,1692.7,14564.57,1881.5,WBS,9,15505.33,0.391109909
09/30/2007,16845.4,15030.79,1814.6,13925.83,1105,WBS,9,14478.31,0.410462538
09/30/2008,17516,15689.89,1826.1,14145.96,1543.9,WBS,9,14917.92,0.402095351
09/30/2009,17808.3,15910.91,1897.4,14776.1,1134.8,WBS,9,15343.51,0.412083879
09/30/2010,17800.3,15893.76,1906.5,14850.52,1043.2,WBS,9,15372.14,0.415180466
09/30/2011,18228.1,16378.17,1849.9,15062.73,1315.4,WBS,9,15720.45,0.408687424
09/30/2012,19729.7,17745.98,1983.7,15957.65,1788.3,WBS,9,16851.82,0.402781725
09/30/2013,20609.6,18441.9,2167.7,16610.28,1831.6,WBS,9,17526.09,0.404280809
09/30/2014,21826.9,19516.03,2310.9,16999.62,2516.4,WBS,9,18257.83,0.396013768
09/30/2015,24069.8,21667.24,2402.5,18831.7,2835.5,WBS,9,20249.47,0.392842581
09/30/2016,25633.6,23121.99,2511.6,20308.56,2813.4,WBS,9,21715.27,0.395128307
09/30/2017,26350.2,23711.4,2638.8,21978.01,1733.4,WBS,9,22844.7,0.409748417
09/30/2018,27346.3,24530.12,2816.2,22862.28,1667.8,WBS,9,23696.2,0.411620645
09/30/2019,29895.1,26742.71,3152.4,24800.7,1942,WBS,9,25771.7,0.413583704
09/30/2020,32994.4,29774.75,3219.7,28612.73,1162,WBS,9,29193.74,0.420433336
09/30/2021,35374.3,31988.07,3386.2,31165.05,823,WBS,9,31576.56,0.422237967
2005/1/1,194216,49029,129167,178196,16020,AXP,1,113612.5,0.160635028
2006/1/1,113960,55211,48200,103411,10549,AXP,1,79311,0.273310425
2007/1/1,128329,43137,74681,117818,10511,AXP,1,80477.5,0.199522588
2008/1/1,149743,48095,90619,138714,11029,AXP,1,93404.5,0.189892961
2009/1/1,126074,39340,74893,114233,11841,AXP,1,76786.5,0.197179884
2010/1/1,125145,43671,67068,110739,14406,AXP,1,77205,0.224795842
2011/1/1,146689,48450,82009,130459,16230,AXP,1,89454.5,0.213857496
2012/1/1,153337,57816,76727,134543,18794,AXP,1,96179.5,0.244702942
2013/1/1,153140,57724,76530,134254,18886,AXP,1,95989,0.24477762
2014/1/1,153375,61639,72240,133879,19496,AXP,1,97759,0.257554827
2015/1/1,159103,62624,75806,138430,20673,AXP,1,100527,0.256639008
2016/1/1,161184,74878,65633,140511,20673,AXP,1,107694.5,0.28813027
2017/1/1,158893,72625,65767,138392,20501,AXP,1,105508.5,0.284328356
2018/1/1,181196,84942,77993,162935,18261,AXP,1,123938.5,0.273761891
2019/1/1,188602,85315,80997,166312,22290,AXP,1,125813.5,0.276074827
2020/1/1,198321,92467,82783,175250,23071,AXP,1,133858.5,0.283020938
2021/1/1,191367,98197,70186,168383,22984,AXP,1,133290,0.306347326
2005/3/31,189572,49583,123856,173439,16133,AXP,3,111511,0.166298751
2006/3/31,110065,50756,48704,99460,10605,AXP,3,75108,0.26439143
2007/3/31,126361,53542,62324,115866,10495,AXP,3,84704,0.241016179
2008/3/31,135288,48914,74863,123777,11511,AXP,3,86345.5,0.214791262
2009/3/31,121183,34955,70448,105403,15780,AXP,3,70179,0.204069591
2010/3/31,143314,44775,85114,129889,13425,AXP,3,87332,0.196053385
2011/3/31,143979,50523,75974,126497,18331,AXP,3,88510,0.235338357
2012/3/31,151784,58082,73795,131877,19907,AXP,3,94979.5,0.251681381
2013/3/31,156855,63122,74443,137565,19290,AXP,3,100343.5,0.257075061
2014/3/31,151497,61179,70341,131520,19977,AXP,3,96349.5,0.260961138
2015/3/31,154684,61296,71558,132854,21830,AXP,3,97075,0.263174635
2016/3/31,158816,73398,64691,138089,20727,AXP,3,105743.5,0.288406926
2017/3/31,161385,71796,68654,140450,20935,AXP,3,106123,0.279412135
2018/3/31,179956,84990,75353,160343,19613,AXP,3,122666.5,0.279464815
2019/3/31,197193,93270,81705,174975,22218,AXP,3,134122.5,0.282502914
2020/3/31,186060,89436,75618,165054,21006,AXP,3,127245,0.288818506
2021/3/31,193067,99356,69262,168618,24449,AXP,3,133987,0.309825215
2005/6/30,195739,54402,124173,178575,17164,AXP,6,116488.5,0.175443217
2006/6/30,117281,53079,53727,106806,10475,AXP,6,79942.5,0.256819867
2007/6/30,134372,55214,68523,123737,10635,AXP,6,89475.5,0.232932346
2008/6/30,137330,48985,76076,125061,12269,AXP,6,87023,0.214406604
2009/6/30,117035,36580,67035,103615,13420,AXP,6,70097.5,0.207247777
2010/6/30,143763,45875,83375,129250,14513,AXP,6,87562.5,0.204145148
2011/6/30,147796,52157,77434,129591,18956,AXP,6,90874,0.237125789
2012/6/30,148128,55789,73072,128861,19267,AXP,6,92325,0.248914902
2013/6/30,151933,61914,70985,132899,19034,AXP,6,97406.5,0.259293041
2014/6/30,152384,60935,71236,132171,20213,AXP,6,96553,0.259649182
2015/6/30,157152,65933,69334,135267,21885,AXP,6,100600,0.272924002
2016/6/30,159642,71279,67651,138930,20712,AXP,6,105104.5,0.281429777
2017/6/30,166997,75761,70061,145822,21175,AXP,6,110791.5,0.281834827
2018/6/30,184861,85385,78584,163969,20892,AXP,6,124677,0.277049985
2019/6/30,197603,93949,80562,174511,23092,AXP,6,134230,0.286638782
2020/6/30,188608,94103,73443,167546,21062,AXP,6,130824.5,0.29628127
2021/6/30,186973,96477,64957,161434,25539,AXP,6,128955.5,0.316606374
2005/9/30,108824,52502,46420,98922,9902,AXP,9,75712,0.271488271
2006/9/30,120931,53035,57140,110175,10756,AXP,9,81605,0.250949816
2007/9/30,140927,41766,88263,130029,10898,AXP,9,85897.5,0.178676312
2008/9/30,127218,41908,72791,114699,12519,AXP,9,78303.5,0.206195646
2009/9/30,120445,40591,65911,106502,13943,AXP,9,73546.5,0.219708716
2010/9/30,146056,46204,83932,130136,15920,AXP,9,88170,0.207422791
2011/9/30,148693,52431,78162,130593,18100,AXP,9,91512,0.23214717
2012/9/30,152873,58769,74626,133395,19478,AXP,9,96082,0.250902262
2013/9/30,150103,61183,69704,130887,19216,AXP,9,96035,0.260849428
2014/9/30,153862,61134,72512,133646,20216,AXP,9,97390,0.258116716
2015/9/30,154216,66845,66036,132881,21335,AXP,9,99863,0.278971391
2016/9/30,153377,70389,61971,132360,21017,AXP,9,101374.5,0.290465443
2017/9/30,168577,78248,69244,147492,21085,AXP,9,112870,0.285533332
2018/9/30,189092,89268,78364,167632,21460,AXP,9,128450,0.281573102
2019/9/30,194184,90846,80313,171159,23025,AXP,9,131002.5,0.28467066
2020/9/30,187259,95409,69981,165390,21869,AXP,9,130399.5,0.303210982
2021/9/30,184261,96220,63615,159835,24426,AXP,9,128027.5,0.316542489
01/01/2005,94529,85239,9290,79418,5821,BK,1,82328.5,0.407717456
01/01/2006,102118,92242,9876,84425,7817,BK,1,88333.5,0.401579366
01/01/2007,103206,91777,11429,83004,8773,BK,1,87390.5,0.404802237
01/01/2008,197656,168253,29403,151380,16873,BK,1,159816.5,0.420636001
01/01/2009,237512,209462,28050,188006,21456,BK,1,198734,0.408871988
01/01/2010,212224,183221,29003,165987,17234,BK,1,174604,0.41809595
01/01/2011,247259,214102,33157,197585,16517,BK,1,205843.5,0.422708601
01/01/2012,325266,291065,34201,271132,19933,BK,1,281098.5,0.414500812
01/01/2013,358990,321548,37442,303018,18530,BK,1,312283,0.417018399
01/01/2014,374516,336006,38510,316142,19864,BK,1,326074,0.414874332
01/01/2015,385303,346600,38703,326336,20264,BK,1,336468,0.415240357
01/01/2016,393780,354805,38975,333258,21547,BK,1,344031.5,0.413398704
01/01/2017,333469,293889,39580,269426,24463,BK,1,281657.5,0.415563121
01/01/2018,371758,330012,41746,302033,27979,BK,1,316022.5,0.411802823
01/01/2019,362873,322005,40868,292842,29163,BK,1,307423.5,0.41032511
01/01/2020,381508,339780,41728,310791,28989,BK,1,325285.5,0.411998268
01/01/2021,469633,423513,46120,396107,27406,BK,1,409810,0.413024329
03/31/2005,96537,87202,9335,79813,7389,BK,3,83507.5,0.402020972
03/31/2006,103611,93510,10101,85201,8309,BK,3,89355.5,0.40002895
03/31/2007,99848,88321,11527,78736,9585,BK,3,83528.5,0.403262318
03/31/2008,204935,176460,28475,159087,17373,BK,3,167773.5,0.417385337
03/31/2009,203478,175241,28237,159009,16232,BK,3,167125,0.420075799
03/31/2010,220551,190096,30455,173761,16335,BK,3,181928.5,0.421106745
03/31/2011,266444,232304,34140,215089,17215,BK,3,223696.5,0.421293934
03/31/2012,300169,265340,34829,245004,20336,BK,3,255172,0.417159438
03/31/2013,355942,319268,36674,299414,19854,BK,3,309341,0.415463002
03/31/2014,368241,329272,38969,308656,20616,BK,3,318964,0.415365099
03/31/2015,399088,360208,38880,339807,20401,BK,3,350007.5,0.413582249
03/31/2016,372870,333585,39285,311899,21686,BK,3,322742,0.41559411
03/31/2017,337536,297705,39831,271359,26346,BK,3,284532,0.413910686
03/31/2018,373597,331473,42124,303534,27939,BK,3,317503.5,0.411805702
03/31/2019,346132,304663,41469,275419,29244,BK,3,290041,0.412111799
03/31/2020,468155,426776,41379,399282,27494,BK,3,413029,0.408224045
03/31/2021,464984,419581,45403,394231,25350,BK,3,406906,0.413182726
06/30/2005,103063,93592,9471,86006,7586,BK,6,89799,0.400445081
06/30/2006,108881,99927,10056,91720,8207,BK,6,95823.5,0.405523231
06/30/2007,126333,114504,11829,103708,10796,BK,6,109106,0.396932046
06/30/2008,201225,172656,28569,156712,15944,BK,6,164684,0.420123113
06/30/2009,203012,175708,27304,158345,17363,BK,6,167026.5,0.415912329
06/30/2010,235693,204588,31105,187834,16754,BK,6,196211,0.421062342
06/30/2011,304706,269983,34723,252979,17004,BK,6,261481,0.419044391
06/30/2012,330283,294898,35385,275362,19536,BK,6,285130,0.416641239
06/30/2013,360505,323574,36931,305093,18481,BK,6,314333.5,0.415334143
06/30/2014,400740,361266,39474,340939,20327,BK,6,351102.5,0.413539757
06/30/2015,395254,355830,39424,335455,20375,BK,6,345642.5,0.414437173
06/30/2016,372351,333054,39297,309481,23573,BK,6,321267.5,0.414518081
06/30/2017,354815,314317,40498,286618,27699,BK,6,300467.5,0.412244566
06/30/2018,352928,311182,41746,282922,28260,BK,6,297052,0.412350027
06/30/2019,381168,339333,41835,309772,29561,BK,6,324552.5,0.410906412
06/30/2020,442316,398350,43966,370784,27566,BK,6,384567,0.413113584
06/30/2021,466963,421169,45794,395540,25629,BK,6,408354.5,0.413849122
09/30/2005,101766,92158,9608,84629,7529,BK,9,88393.5,0.401210117
09/30/2006,106636,96169,10467,87735,8434,BK,9,91952,0.401346256
09/30/2007,183972,155015,28957,140703,14312,BK,9,147859,0.424873915
09/30/2008,267510,239997,27513,213591,26406,BK,9,226794,0.39796262
09/30/2009,212007,183691,28316,166205,17486,BK,9,174948,0.416813818
09/30/2010,254157,221266,32891,204546,16720,BK,9,212906,0.42241333
09/30/2011,322187,287658,34529,268259,19399,BK,9,277958.5,0.41536956
09/30/2012,339944,302805,37139,283289,19516,BK,9,293047,0.417914413
09/30/2013,371952,333969,37983,315080,18889,BK,9,324524.5,0.415384777
09/30/2014,386296,346698,39598,325115,21583,BK,9,335906.5,0.414214992
09/30/2015,377371,338172,39199,316742,21430,BK,9,327457,0.414862433
09/30/2016,374114,333741,40373,309367,24374,BK,9,321554,0.414489498
09/30/2017,354397,313293,41104,284885,28408,BK,9,299089,0.412199593
09/30/2018,349770,307909,41861,279796,28113,BK,9,293852.5,0.412543324
09/30/2019,373168,331698,41470,302338,29360,BK,9,317018,0.411599966
09/30/2020,428398,383051,45347,356930,26121,BK,9,369990.5,0.416277381
09/30/2021,470533,426481,44052,401438,25043,BK,9,413959.5,0.411563089
2005/1/1,427849,330989,58994,389983,37866,WFC,1,360486,0.378574367
2006/1/1,481741,372537,68544,441081,40660,WFC,1,406809,0.374800728
2007/1/1,481996,363716,72404,436120,45876,WFC,1,399918,0.376454334
2008/1/1,575442,417346,80996,498342,47628,WFC,1,457844,0.342120841
2009/1/1,1309639,997290,213265,1210555,99084,WFC,1,1103922.5,0.366543837
2010/1/1,1243646,965921,163366,1129287,114359,WFC,1,1047604,0.382950878
2011/1/1,1258128,973256,156983,1130239,127889,WFC,1,1051747.5,0.389604937
2012/1/1,1313867,1046826,125354,1172180,141687,WFC,1,1109503,0.404332951
2013/1/1,1422968,1136678,127379,1264057,158911,WFC,1,1200367.5,0.407733829
2014/1/1,1523502,1199496,152998,1352494,171008,WFC,1,1275995,0.403297274
2015/1/1,1687155,1317950,183943,1501893,185262,WFC,1,1409921.5,0.400775246
2016/1/1,1787632,1394205,199536,1593741,193891,WFC,1,1493973,0.398932991
2017/1/1,1930115,1474541,255077,1729618,200497,WFC,1,1602079.5,0.389301636
2018/1/1,1951757,1518658,225020,1743678,208079,WFC,1,1631168,0.395796393
2019/1/1,1895883,1469773,229044,1698817,197066,WFC,1,1584295,0.392933526
2020/1/1,1927555,1507089,232482,1739571,187984,WFC,1,1623330,0.391813367
2021/1/1,1952911,1550281,216918,1767199,185712,WFC,1,1658740,0.394425511
2005/3/31,435643,320263,76903,397166,38477,WFC,3,358714.5,0.365809747
2006/3/31,492428,365967,84500,450467,41961,WFC,3,408217,0.364999107
2007/3/31,485901,378044,90327,468371,46135,WFC,3,423207.5,0.403238577
2008/3/31,595221,443887,103175,547062,48159,WFC,3,495474.5,0.364411307
2009/3/31,1285891,928184,250650,1178834,107057,WFC,3,1053509,0.359188669
2010/3/31,1223630,905597,199879,1105476,118154,WFC,3,1005536.5,0.374200226
2011/3/31,1244666,961120,148603,1109723,134943,WFC,3,1035421.5,0.394319705
2012/3/31,1333799,1057198,129752,1186950,146849,WFC,3,1122074,0.404501057
2013/3/31,1436634,1147048,126191,1273239,163395,WFC,3,1210143.5,0.409634265
2014/3/31,1546707,1216816,153422,1370238,176469,WFC,3,1293527,0.404466052
2015/3/31,1737737,1364481,183292,1547773,189964,WFC,3,1456127,0.40120975
2016/3/31,1849182,1422790,227888,1650678,198504,WFC,3,1536734,0.394644785
2017/3/31,1951564,1492607,256468,1749075,202489,WFC,3,1620841,0.389755576
2018/3/31,1915388,1482176,227302,1709478,205910,WFC,3,1595827,0.394662194
2019/3/31,1887792,1448092,240967,1689059,198733,WFC,3,1568575.5,0.391355171
2020/3/31,1981349,1555453,242566,1798019,183330,WFC,3,1676736,0.390130098
2021/3/31,1959543,1583114,188081,1771195,188348,WFC,3,1677154.5,0.399032324
2005/6/30,434981,312848,82855,395703,39278,WFC,6,354275.5,0.361813471
2006/6/30,499516,373865,83757,457622,41894,WFC,6,415743.5,0.365805339
2007/6/30,539865,408557,93830,502387,47301,WFC,6,455472,0.377518378
2008/6/30,609074,457182,103928,561110,47964,WFC,6,509146,0.364030369
2009/6/30,1284176,933378,229416,1162794,121382,WFC,6,1048086,0.368501734
2010/6/30,1225862,919392,185072,1104464,121398,WFC,6,1011928,0.380396475
2011/6/30,1259734,978946,142872,1121818,137916,WFC,6,1050382,0.397502488
2012/6/30,1336204,1061783,124984,1186767,149437,WFC,6,1124275,0.407163694
2013/6/30,1440563,1153411,123375,1276786,163777,WFC,6,1215098.5,0.409038151
2014/6/30,1598874,1249447,167878,1417325,181549,WFC,6,1333386,0.402373052
2015/6/30,1720617,1350190,179751,1529941,190676,WFC,6,1440065.5,0.401966069
2016/6/30,1889235,1442647,243927,1686574,202661,WFC,6,1564610.5,0.393145963
2017/6/30,1930871,1485857,238869,1724726,206145,WFC,6,1605291.5,0.393580534
2018/6/30,1879700,1454347,219284,1673631,206069,WFC,6,1563989,0.39621152
2019/6/30,1923388,1477139,246212,1723351,200037,WFC,6,1600245,0.391401589
2020/6/30,1968766,1552598,236046,1788644,180122,WFC,6,1670621,0.390628028
2021/6/30,1945996,1568508,184361,1752869,193127,WFC,6,1660688.5,0.401473125
2005/9/30,453494,335067,78592,413659,39835,WFC,9,374363,0.366190153
2006/9/30,483441,354488,84091,438579,44862,WFC,9,396533.5,0.367882451
2007/9/30,548727,412231,95592,507823,47738,WFC,9,460027,0.373776335
2008/9/30,622361,468054,107350,575404,46957,WFC,9,521729,0.361968521
2009/9/30,1228625,885409,214292,1099701,128924,WFC,9,992555,0.373897839
2010/9/30,1220784,932476,163143,1095619,125165,WFC,9,1014047.5,0.38806874
2011/9/30,1304945,1032487,133214,1165701,139244,WFC,9,1099094,0.40113401
2012/9/30,1374715,1087855,130801,1218656,156059,WFC,9,1153255.5,0.407004954
2013/9/30,1488055,1168030,151212,1319242,168813,WFC,9,1243636,0.403510133
2014/9/30,1636855,1269279,184586,1453865,182990,WFC,9,1361572,0.399303939
2015/9/30,1751265,1371948,185274,1557222,194043,WFC,9,1464585,0.401563109
2016/9/30,1942124,1483331,254835,1738166,203958,WFC,9,1610748.5,0.390983965
2017/9/30,1934939,1489222,238893,1728115,206824,WFC,9,1608668.5,0.393603081
2018/9/30,1872981,1451979,221323,1673302,199679,WFC,9,1562640.5,0.394199159
2019/9/30,1943950,1513628,235906,1749534,194416,WFC,9,1631581,0.392393404
2020/9/30,1922220,1519455,220733,1740188,182032,WFC,9,1629821.5,0.393295589
2021/9/30,1954901,1596210,167620,1763830,191071,WFC,9,1680020,0.403231687
01/01/2005,24037.8,20851.4,3186.4,17468.92,3382.5,NYCB,1,19160.16,0.394108621
01/01/2006,26283.7,22958.8,3324.9,17666.93,5291.9,NYCB,1,20312.88,0.369151034
01/01/2007,28482.4,24792.5,3689.8,16742.17,8050.4,NYCB,1,20767.35,0.337502724
01/01/2008,30579.8,26397.5,4182.3,17893.06,8504.5,NYCB,1,22145.28,0.342472524
01/01/2009,32466.9,28247.7,4219.2,19385.95,8861.7,NYCB,1,23816.81,0.344425542
01/01/2010,42153.9,36787,5366.9,28457.34,8329.6,NYCB,1,32622.15,0.372140874
01/01/2011,41190.7,35664.5,5526.2,26367.46,9297,NYCB,1,31015.96,0.363349705
01/01/2012,42024.3,36458.6,5565.7,26765.52,9693.1,NYCB,1,31612.06,0.363331681
01/01/2013,44145.1,38488.8,5656.3,30068.91,8419.9,NYCB,1,34278.87,0.377309285
01/01/2014,46688.3,40952.6,5735.7,29819.64,11133,NYCB,1,35386.13,0.356796976
01/01/2015,48559.2,42777.4,5781.8,32235.92,10541.5,NYCB,1,37506.66,0.365395169
01/01/2016,50317.8,44383.1,5934.7,30560.7,13822.4,NYCB,1,37471.9,0.342605846
01/01/2017,48926.6,42802.6,6124,30779.19,12023.4,NYCB,1,36790.87,0.354766757
01/01/2018,49124.2,42328.8,6795.4,29865.14,12463.7,NYCB,1,36096.98,0.354050115
01/01/2019,51899.4,45244.1,6655.2,31830.97,13413.2,NYCB,1,38537.56,0.350209724
01/01/2020,53640.8,46929.1,6711.7,33207.91,13721.2,NYCB,1,40068.52,0.352243502
01/01/2021,56306.1,49464.5,6841.6,34236.67,15227.8,NYCB,1,41850.57,0.346306409
03/31/2005,24612.4,21413.8,3198.6,14231.2,7182.6,NYCB,3,17822.52,0.334726573
03/31/2006,27137,23812.4,3324.6,15510.7,8301.7,NYCB,3,19661.55,0.326340189
03/31/2007,27977.9,24266.3,3711.6,18046.81,6219.5,NYCB,3,21156.56,0.362476742
03/31/2008,30910.1,26751.9,4158.2,20743.3,6008.6,NYCB,3,23747.6,0.375057399
03/31/2009,32402.6,28166.7,4235.9,20468.86,7697.8,NYCB,3,24317.76,0.358281271
03/31/2010,42430.7,37017.3,5413.5,28714,8303.3,NYCB,3,32865.64,0.37283452
03/31/2011,41046.9,35506.4,5540.6,28176.43,7329.9,NYCB,3,31841.4,0.381867595
03/31/2012,43038.2,37458.2,5579.9,27307.09,10151.1,NYCB,3,32382.65,0.360469496
03/31/2013,44511.7,38846.1,5665.6,29917.54,8928.6,NYCB,3,34381.82,0.37380878
03/31/2014,47567.5,41824.8,5742.7,30947.44,10877.4,NYCB,3,36386.13,0.359996344
03/31/2015,48251.7,42456.9,5794.8,33112.52,9344.4,NYCB,3,37784.72,0.373826988
03/31/2016,48515.6,42530.8,5984.8,31239,11291.8,NYCB,3,36884.89,0.360300198
03/31/2017,48824.6,42177.2,6647.4,30463.76,11713.5,NYCB,3,36320.49,0.359772864
03/31/2018,49654.9,42874.2,6780.7,29980.4,12893.8,NYCB,3,36427.28,0.350921048
03/31/2019,52131,45502,6629.1,33047.93,12454,NYCB,3,39274.95,0.357856517
03/31/2020,54261.1,47623.7,6637.4,33524.45,14099.3,NYCB,3,40574.08,0.351273219
03/31/2021,57656.9,50860.5,6796.4,35955.36,14905.1,NYCB,3,43407.91,0.349327788
06/30/2005,25204.7,21954.4,3250.3,14070.98,7883.4,NYCB,6,18012.7,0.325751608
06/30/2006,28728.8,25031.7,3697.2,18167.82,6863.8,NYCB,6,21599.73,0.354538683
06/30/2007,29623.8,25662.3,3961.5,20499.56,5162.7,NYCB,6,23080.92,0.381030747
06/30/2008,31083.5,26794.2,4289.3,19505.44,7288.8,NYCB,6,23149.84,0.359848213
06/30/2009,32860.1,28649.5,4210.7,21231.72,7417.7,NYCB,6,24940.59,0.361760868
06/30/2010,42010.7,36564.3,5446.4,28319.18,8245.1,NYCB,6,32441.75,0.374284135
06/30/2011,40602.6,35042.5,5560.1,27805.1,7237.4,NYCB,6,31423.81,0.383255043
06/30/2012,43487.3,37875.8,5611.5,29597.22,8278.6,NYCB,6,33736.52,0.378444842
06/30/2013,44185.8,38497.4,5688.5,29030.36,9467,NYCB,6,33763.87,0.367638246
06/30/2014,48604.8,42843.8,5761,31392.09,11451.7,NYCB,6,37117.92,0.356923569
06/30/2015,48648.5,42833.9,5814.6,32565.49,10268.4,NYCB,6,37699.7,0.366975278
06/30/2016,49035.7,42996.6,6039.1,31023.5,11973.1,NYCB,6,37010.07,0.356400234
06/30/2017,48347.7,41612.9,6734.8,29699.35,11913.5,NYCB,6,35656.12,0.35780291
06/30/2018,50469.2,43679.8,6789.4,30085.98,13593.8,NYCB,6,36882.9,0.346601026
06/30/2019,52776.3,46101.6,6674.7,33820.6,12281,NYCB,6,39961.09,0.360818146
06/30/2020,54210.4,47517.4,6693,33339.86,14177.5,NYCB,6,40428.63,0.351043232
06/30/2021,57469,50553,6916,35947,14606,NYCB,6,43250,0.352183429
09/30/2005,25014.9,21762.6,3252.3,14897.37,6865.3,NYCB,9,18330.01,0.341296365
09/30/2006,28924.3,25212.3,3712,19134.56,6077.7,NYCB,9,22173.42,0.366168807
09/30/2007,30039.9,26008.4,4031.5,17312.14,8696.3,NYCB,9,21660.29,0.336027404
09/30/2008,32139.5,27876.3,4263.2,21164.88,6711.4,NYCB,9,24520.57,0.368675929
09/30/2009,32884.5,28543.9,4340.5,21484.89,7059,NYCB,9,25014.41,0.367110713
09/30/2010,41706.4,36211.1,5495.3,28563.17,7648,NYCB,9,32387.15,0.380182284
09/30/2011,41969,36395.5,5573.6,29162.42,7233,NYCB,9,32778.94,0.385343908
09/30/2012,44093.8,38451.3,5642.5,29074.95,9376.4,NYCB,9,33763.14,0.369374323
09/30/2013,45764.1,40067.1,5697,29026.65,11040.4,NYCB,9,34546.87,0.356240053
